project_name,unit_title,price,location,listing_date,property_type,size,bedrooms,bathrooms,rental_period,description,language,keywords,facilities
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM260,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,600 Sqft,2,2,,"This property is a 600 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM260,...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM260,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,700 Sqft,2,2,,"This property is a 700 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM260,...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM260,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,600 Sqft,2,2,,"This property is a 600 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM260,...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM300,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,700 Sqft,2,2,,"This property is a 700 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM300,...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM260,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,700 Sqft,2,2,,"This property is a 700 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM260,...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM220,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,524 Sqft,2,2,,"This property is a 524 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM220,...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM260,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,700 Sqft,2,2,,"This property is a 700 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM260,...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM279,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,N/A,2,2,,"This property is a 0 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM279,00...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM250,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,N/A,2,2,,"This property is a 0 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM250,00...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM260,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,600 Sqft,2,2,,"This property is a 600 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM260,...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM250,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,700 Sqft,2,2,,"This property is a 700 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM250,...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM240,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,500 Sqft,2,1,,"This property is a 500 Sqft condo with 2 bedrooms and 1 bathroom that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM240,0...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM288,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,N/A,2,2,,"This property is a 0 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM288,00...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM249,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,700 Sqft,2,2,,"This property is a 700 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM249,...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM260,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,700 Sqft,2,2,,"This property is a 700 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM260,...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM250,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,700 Sqft,2,2,,"This property is a 700 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM250,...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM436,925","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,666 Sqft,2,2,,"This property is a 666 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM436,...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM250,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,700 Sqft,2,2,,"This property is a 700 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM250,...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM250,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,700 Sqft,2,2,,"This property is a 700 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM250,...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM259,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,700 Sqft,2,2,,"This property is a 700 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM259,...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM250,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,600 Sqft,2,2,,"This property is a 600 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM250,...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM240,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,500 Sqft,2,1,,"This property is a 500 Sqft condo with 2 bedrooms and 1 bathroom that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM240,0...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM260,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,700 Sqft,2,2,,"This property is a 700 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM260,...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM285,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,745 Sqft,2,2,,"This property is a 745 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM285,...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM260,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,600 Sqft,2,2,,"This property is a 600 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM260,...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM240,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,700 Sqft,2,2,,"This property is a 700 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM240,...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM240,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,500 Sqft,2,1,,"This property is a 500 Sqft condo with 2 bedrooms and 1 bathroom that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM240,0...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM240,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,560 Sqft,2,2,,"This property is a 560 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM240,...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM260,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,700 Sqft,2,2,,"This property is a 700 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM260,...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM260,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,600 Sqft,2,2,,"This property is a 600 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM260,...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM240,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,600 Sqft,2,2,,"This property is a 600 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM240,...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM245,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,"6,512 Sqft",2,2,,"This property is a 6,512 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM24...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM317,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,700 Sqft,2,2,,"This property is a 700 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM317,...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM250,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,700 Sqft,2,2,,"This property is a 700 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM250,...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM240,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,500 Sqft,2,1,,"This property is a 500 Sqft condo with 2 bedrooms and 1 bathroom that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM240,0...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM245,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,"6,512 Sqft",2,2,,"This property is a 6,512 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM24...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM240,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,500 Sqft,2,1,,"This property is a 500 Sqft condo with 2 bedrooms and 1 bathroom that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM240,0...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM199,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,500 Sqft,2,2,,"This property is a 500 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM199,...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Apartment for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM320,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Apartment,N/A,2,2,,"This property is a 0 Sqft apartment with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this apartment for a base price of...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM255,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,"6,997 Sqft",2,2,,"This property is a 6,997 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM25...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM260,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,600 Sqft,2,2,,"This property is a 600 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM260,...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM300,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,808 Sqft,2,2,,"This property is a 808 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM300,...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM250,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,N/A,2,2,,"This property is a 0 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM250,00...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM260,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,700 Sqft,2,2,,"This property is a 700 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM260,...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
